Baseline 100%T,,R1 Sulfuric acid + Ferric Sulfate,,R2 Sulfuric acid + Ferric Sulfate,,R3 Sulfuric acid + Ferric Sulfate,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
264.9968567,4.422012806,264.9968567,10,264.9968567,0.6010213494,264.9968567,-0.01235446054,
264.0108643,4.750629902,264.0108643,0.6058453321,264.0108643,0.6062083244,264.0108643,-0.6342604756,
262.9852905,4.120014191,262.9852905,0.04616910964,262.9852905,-0.05047393963,262.9852905,-0.09299436212,
261.999115,3.974870682,261.999115,0.180067271,261.999115,0.2740032673,261.999115,0.1293027401,
261.0127869,4.213276386,261.0127869,0.1679347903,261.0127869,-0.02696814947,261.0127869,0.1208030358,
259.986969,4.291885376,259.986969,0.1970645189,259.986969,-0.0254657194,259.986969,-0.1055493206,
259.0004883,4.692148209,259.0004883,-0.3845643997,259.0004883,-0.2458385527,259.0004883,0.1969785839,
258.013855,10,258.013855,4.621077061,258.013855,10,258.013855,4.670691013,
256.9877014,4.606816292,256.9877014,-0.2509733438,256.9877014,-0.1166296974,256.9877014,0.3038149774,
256.0009155,4.292894363,256.0009155,1.046064019,256.0009155,10,256.0009155,0.2529591322,
255.0140076,4.419108391,255.0140076,0.9103522897,255.0140076,0.1226411462,255.0140076,0.2076771259,
253.9875793,4.476715565,253.9875793,10,253.9875793,0.2036560625,253.9875793,10,
253.0005035,4.427055836,253.0005035,-0.05097052455,253.0005035,-0.02459598705,253.0005035,0.1936643869,
252.0133057,4.440587997,252.0133057,0.645498693,252.0133057,0.2085823417,252.0133057,0.4320597947,
250.9865265,4.1286726,250.9865265,10,250.9865265,0.3462079167,250.9865265,0.01301678643,
249.999176,4.235442638,249.999176,-0.02432473004,249.999176,-0.04697946087,249.999176,0.09646783769,
249.0116882,3.975940466,249.0116882,0.1702805161,249.0116882,0.07408747077,249.0116882,0.07895439863,
247.9846191,4.304150581,247.9846191,-0.0471178554,247.9846191,-0.2307816744,247.9846191,-0.1290520132,
246.9969635,4.526797295,246.9969635,0.008113348857,246.9969635,-0.06965399534,246.9969635,-0.1049067676,
246.009201,4.025853157,246.009201,0.4488784671,246.009201,0.2027764022,246.009201,0.1448302716,
244.9818573,3.886024475,244.9818573,0.3232978582,244.9818573,0.5917645097,244.9818573,0.1917066276,
243.993927,3.896057606,243.993927,0.2815828919,243.993927,0.5417782664,243.993927,0.3707599938,
243.0058746,4.126942635,243.0058746,0.2698565125,243.0058746,0.2403616011,243.0058746,0.2042082548,
242.0177612,3.998748302,242.0177612,0.4020955861,242.0177612,0.4691242874,242.0177612,0.3507686853,
240.9900208,4.115399837,240.9900208,0.5591154695,240.9900208,0.4015173018,240.9900208,0.2059022337,
240.001709,4.15628767,240.001709,0.8098978996,240.001709,0.04673723876,240.001709,0.164993614,
239.0133209,3.890262365,239.0133209,0.8755831122,239.0133209,0.5314366817,239.0133209,10,
237.9853058,4.122581959,237.9853058,1.231007218,237.9853058,1.230841756,237.9853058,1.225358486,
236.9967041,4.144581795,236.9967041,1.19164753,236.9967041,0.348672837,236.9967041,0.5881192684,
236.0080566,4.660664558,236.0080566,-0.5077418685,236.0080566,-0.5610010028,236.0080566,0.2124449164,
235.0192871,4.853331089,235.0192871,-0.01190068945,235.0192871,-0.005113219377,235.0192871,-0.3094822764,
233.99086,4.469770432,233.99086,0.1179393753,233.99086,-0.08013123274,233.99086,10,
233.0019379,4.144994259,233.0019379,0.5684962869,233.0019379,0.02705374546,233.0019379,0.3522284925,
232.0129089,4.628710747,232.0129089,-0.4828774333,232.0129089,-0.3569129705,232.0129089,0.5899481773,
230.9842377,4.48776722,230.9842377,10,230.9842377,10,230.9842377,-0.1887010485,
229.9950562,4.215655327,229.9950562,0.02539975196,229.9950562,0.4672318995,229.9950562,0.1691953242,
229.0057373,4.348128319,229.0057373,-0.01647108421,229.0057373,10,229.0057373,0.5493831635,
228.0163879,4.120275974,228.0163879,-0.05574883893,228.0163879,0.06136933342,228.0163879,0.05787942559,
226.9873352,4.285277843,226.9873352,-0.0242663268,226.9873352,0.06702038646,226.9873352,-0.06856627017,
225.997757,4.134306431,225.997757,0.07414337993,225.997757,0.02004773356,225.997757,0.2100483477,
225.0081329,4.19192791,225.0081329,0.08676948398,225.0081329,-0.1529790759,225.0081329,0.06018547714,
224.0184174,4.158083916,224.0184174,0.2596533,224.0184174,0.3550851643,224.0184174,0.0595578365,
222.9890289,4.132745266,222.9890289,0.229102686,222.9890289,0.162485078,222.9890289,0.1421200484,
221.999115,4.036255836,221.999115,0.3222461343,221.999115,0.1949773431,221.999115,0.1150918454,
221.0091553,4.176711082,221.0091553,-0.02905475348,221.0091553,0.02476352081,221.0091553,0.27565974,
220.0190887,4.128143787,220.0190887,0.1307550222,220.0190887,-0.06281428039,220.0190887,0.04649726301,
218.9893494,4.147009373,218.9893494,0.4697634876,218.9893494,0.01635070331,218.9893494,0.04464757815,
217.9990997,3.960326195,217.9990997,10,217.9990997,0.3195634484,217.9990997,0.380366534,
217.0088043,4.287002563,217.0088043,-0.02823269553,217.0088043,-0.1587078422,217.0088043,-0.1924615353,
216.0184021,3.993125677,216.0184021,0.04736375809,216.0184021,0.5092390776,216.0184021,0.0767877996,
214.988327,3.979548454,214.988327,0.5858960152,214.988327,0.0404002741,214.988327,0.3229321241,
213.997757,3.847533941,213.997757,0.538343966,213.997757,0.5292674899,213.997757,0.2741043866,
213.0071411,3.990437031,213.0071411,0.05179346725,213.0071411,-0.07059011608,213.0071411,0.362355113,
212.0164032,3.939064264,212.0164032,0.5836799145,212.0164032,0.2601441145,212.0164032,0.255479753,
210.9859924,4.036902428,210.9859924,0.2417272478,210.9859924,0.738758862,210.9859924,0.3213978708,
209.9951019,3.990232706,209.9951019,0.1857910752,209.9951019,0.1604029238,209.9951019,0.1276700348,
209.0041504,3.988012791,209.0041504,0.2471528947,209.0041504,0.6233032346,209.0041504,-0.07407486439,
208.013092,4.019901276,208.013092,-0.0331550017,208.013092,0.0926188007,208.013092,0.2430378944,
206.9823608,4.060842037,206.9823608,0.6341350079,206.9823608,0.3578054011,206.9823608,0.211754635,
205.9911499,4.050685883,205.9911499,0.4601054788,205.9911499,0.03092494234,205.9911499,0.4162411094,
204.9998932,3.959361076,204.9998932,0.3470574021,204.9998932,0.2521849871,204.9998932,0.409812659,
204.0085297,4.162675381,204.0085297,0.1978886127,204.0085297,0.1204255298,204.0085297,-0.04447870329,
203.0171051,3.995426416,203.0171051,0.1835488379,203.0171051,-0.05230649188,203.0171051,0.004008714575,
201.9859467,3.963406324,201.9859467,0.440666914,201.9859467,0.3521443307,201.9859467,0.04367783293,
200.9943695,4.024600029,200.9943695,0.1285349578,200.9943695,-0.01726429351,200.9943695,0.1893357933,
200.0027008,3.736095905,200.0027008,0.6118509769,200.0027008,0.3074628711,200.0027008,0.321158886,

Baseline 100%T,
Baseline 100%T
Collection Time: 3/24/2026 3:09:19 PM
Operator Name  :
Scan Version 5.3.0.1079
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  600.000
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.1000
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 3/24/2026 2:33:05 PM
Method Modifications:
UVVIS SAT Changed: 3/24/2026 3:09:09 PM, Old:0.0125, New:0.1000
Common SAT Changed: 3/24/2026 3:09:09 PM, Old:0.0125, New:0.1000
Common Interval nm Changed: 3/24/2026 3:09:15 PM, Old:     5.00, New:     1.00
Baseline Correction Changed: 3/24/2026 3:09:15 PM, Old:0, New:1
End Method Modifications
<Current Wavelength> , 205.0

R1 Sulfuric acid + Ferric Sulfate,
R1 Sulfuric acid + Ferric Sulfate
Collection Time: 3/24/2026 3:13:16 PM
Operator Name  :
Scan Version 5.3.0.1079
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  600.000
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.1000
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 3/24/2026 2:33:05 PM
Method Modifications:
UVVIS SAT Changed: 3/24/2026 3:09:09 PM, Old:0.0125, New:0.1000
Common SAT Changed: 3/24/2026 3:09:09 PM, Old:0.0125, New:0.1000
Common Interval nm Changed: 3/24/2026 3:09:15 PM, Old:     5.00, New:     1.00
Baseline Correction Changed: 3/24/2026 3:09:15 PM, Old:0, New:1
End Method Modifications
<Current Wavelength> , 201.0

R2 Sulfuric acid + Ferric Sulfate,
R2 Sulfuric acid + Ferric Sulfate
Collection Time: 3/24/2026 3:16:48 PM
Operator Name  :
Scan Version 5.3.0.1079
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  600.000
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.1000
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 3/24/2026 2:33:05 PM
Method Modifications:
UVVIS SAT Changed: 3/24/2026 3:09:09 PM, Old:0.0125, New:0.1000
Common SAT Changed: 3/24/2026 3:09:09 PM, Old:0.0125, New:0.1000
Common Interval nm Changed: 3/24/2026 3:09:15 PM, Old:     5.00, New:     1.00
Baseline Correction Changed: 3/24/2026 3:09:15 PM, Old:0, New:1
End Method Modifications
<Current Wavelength> , 203.0

R3 Sulfuric acid + Ferric Sulfate,
R3 Sulfuric acid + Ferric Sulfate
Collection Time: 3/24/2026 3:20:13 PM
Operator Name  :
Scan Version 5.3.0.1079
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  600.000
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.1000
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 3/24/2026 2:33:05 PM
Method Modifications:
UVVIS SAT Changed: 3/24/2026 3:09:09 PM, Old:0.0125, New:0.1000
Common SAT Changed: 3/24/2026 3:09:09 PM, Old:0.0125, New:0.1000
Common Interval nm Changed: 3/24/2026 3:09:15 PM, Old:     5.00, New:     1.00
Baseline Correction Changed: 3/24/2026 3:09:15 PM, Old:0, New:1
End Method Modifications
<Current Wavelength> , 204.0

